,noc_code,position,low_wage,median_wage,high_wage,position_detail_link
127,(22311),Electronic service technicians (household and business equipment)     ,17.4,27.0,37.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/3296/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
128,(22312),Industrial instrument technicians and mechanics     ,22.0,45.0,58.75,https://www.jobbank.gc.ca/marketreport/wages-occupation/22631/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
129,(22313),"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors     ",21.24,37.64,53.57,https://www.jobbank.gc.ca/marketreport/wages-occupation/297173/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
130,(30010),Managers in health care     ,27.69,51.28,82.05,https://www.jobbank.gc.ca/marketreport/wages-occupation/1708/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
131,(31100),Specialists in clinical and laboratory medicine     ,61.86974358974359,148.71692307692308,272.4230769230769,https://www.jobbank.gc.ca/marketreport/wages-occupation/4011/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
132,(31101),Specialists in surgery      ,71.43076923076923,207.78974358974358,392.7584615384615,https://www.jobbank.gc.ca/marketreport/wages-occupation/4013/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
133,(31102),General practitioners and family physicians     ,35.66102564102564,91.6974358974359,172.0225641025641,https://www.jobbank.gc.ca/marketreport/wages-occupation/24433/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
134,(31103),Veterinarians     ,35.58,59.06,72.12,https://www.jobbank.gc.ca/marketreport/wages-occupation/4127/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
135,(31110),Dentists     ,18.96051282051282,43.07692307692308,109.74358974358974,https://www.jobbank.gc.ca/marketreport/wages-occupation/4092/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
136,(31111),Optometrists     ,18.96051282051282,35.64102564102564,74.35897435897436,https://www.jobbank.gc.ca/marketreport/wages-occupation/18193/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
137,(31112),Audiologists and speech-language pathologists     ,39.06,43.5,65.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/22740/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
138,(31120),Pharmacists     ,40.0,50.0,63.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/18196/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
139,(31121),Dietitians and nutritionists     ,24.0,41.0,48.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/4138/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
140,(31200),Psychologists     ,36.7,49.0,68.75,https://www.jobbank.gc.ca/marketreport/wages-occupation/2218/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
141,(31201),Chiropractors     ,18.96051282051282,30.76923076923077,66.66666666666667,https://www.jobbank.gc.ca/marketreport/wages-occupation/4136/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
142,(31202),Physiotherapists     ,23.08,46.08,64.84,https://www.jobbank.gc.ca/marketreport/wages-occupation/18214/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
143,(31203),Occupational therapists     ,23.08,45.0,51.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/4168/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
144,(31204),Kinesiologists and other professional occupations in therapy and assessment     ,20.0,30.0,45.92,https://www.jobbank.gc.ca/marketreport/wages-occupation/22772/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
145,(31209),Other professional occupations in health diagnosing and treating     ,18.96051282051282,36.666666666666664,63.58974358974359,https://www.jobbank.gc.ca/marketreport/wages-occupation/22720/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
146,(31300),Nursing coordinators and supervisors     ,27.0,47.58,57.13,https://www.jobbank.gc.ca/marketreport/wages-occupation/18220/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
147,(31301),Registered nurses and registered psychiatric nurses     ,32.5,45.0,52.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/26859/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
148,(31302),Nurse practitioners      ,39.2,55.0,73.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/26454/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
149,(31303),"Physician assistants, midwives and allied health professionals       ",25.19,39.24,47.97,https://www.jobbank.gc.ca/marketreport/wages-occupation/296454/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
150,(32100),Opticians     ,21.0,27.0,32.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/4345/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
151,(32101),Licensed practical nurses     ,27.5,32.0,37.2,https://www.jobbank.gc.ca/marketreport/wages-occupation/4383/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
152,(32102),Paramedical occupations     ,25.0,35.5,49.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/24525/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
153,(32103),"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists     ",28.85,38.0,45.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/22780/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
154,(32104),Animal health technologists and veterinary technicians     ,17.4,21.0,31.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/24858/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
155,(32109),Other technical occupations in therapy and assessment     ,18.0,25.0,38.97,https://www.jobbank.gc.ca/marketreport/wages-occupation/4430/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
156,(32110),Denturists     ,0.0,22.76923076923077,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/4332/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
157,(32111),Dental hygienists and dental therapists     ,37.5,53.0,60.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/18326/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
158,(32112),Dental technologists and technicians      ,20.0,27.0,36.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/22820/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
159,(32120),Medical laboratory technologists     ,28.3,39.13,44.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/4187/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
160,(32121),Medical radiation technologists     ,35.0,39.72,47.65,https://www.jobbank.gc.ca/marketreport/wages-occupation/18254/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
161,(32122),Medical sonographers     ,35.0,40.0,47.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/4262/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
162,(32123),Cardiology technologists and electrophysiological diagnostic technologists     ,27.3,35.28,39.7,https://www.jobbank.gc.ca/marketreport/wages-occupation/296686/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
163,(32124),Pharmacy technicians     ,17.4,25.0,33.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/25660/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
164,(32129),Other medical technologists and technicians     ,17.65,20.0,29.82,https://www.jobbank.gc.ca/marketreport/wages-occupation/297013/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
165,(32200),Traditional Chinese medicine practitioners and acupuncturists     ,18.96051282051282,18.96051282051282,36.41025641025641,https://www.jobbank.gc.ca/marketreport/wages-occupation/296589/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
166,(32201),Massage therapists     ,18.96051282051282,22.358974358974358,41.53846153846154,https://www.jobbank.gc.ca/marketreport/wages-occupation/24680/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
167,(32209),Other practitioners of natural healing      ,0.0,18.96051282051282,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/27080/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
168,(33100),Dental assistants and dental laboratory assistants     ,22.0,30.0,36.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/22825/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
169,(33101),Medical laboratory assistants and related technical occupations     ,22.0,26.0,38.3,https://www.jobbank.gc.ca/marketreport/wages-occupation/4210/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
170,(33102),"Nurse aides, orderlies and patient service associates     ",21.23,25.19,28.74,https://www.jobbank.gc.ca/marketreport/wages-occupation/15798/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
171,(33103),Pharmacy technical assistants and pharmacy assistants     ,17.4,20.75,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/25662/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
172,(33109),Other assisting occupations in support of health services     ,18.0,24.99,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/4565/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
173,(40010),Government managers - health and social policy development and program administration     ,43.08,54.0,80.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/1859/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
174,(40011),"Government managers - economic analysis, policy development and program administration     ",43.75,60.0,75.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/12242/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
175,(40012),Government managers - education policy development and program administration     ,28.33,44.56,70.83,https://www.jobbank.gc.ca/marketreport/wages-occupation/1943/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
176,(40019),Other managers in public administration     ,35.9,54.95,75.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/1954/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
177,(40020),Administrators - post-secondary education and vocational training     ,39.56,57.69,78.57,https://www.jobbank.gc.ca/marketreport/wages-occupation/296047/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
178,(40021),School principals and administrators of elementary and secondary education     ,36.86,56.73,76.92,https://www.jobbank.gc.ca/marketreport/wages-occupation/1748/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
179,(40030),"Managers in social, community and correctional services     ",25.0,45.67,68.57,https://www.jobbank.gc.ca/marketreport/wages-occupation/1801/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
180,(40040),Commissioned police officers and related occupations in public protection services     ,0.0,59.73,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/2062/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
181,(40041),Fire chiefs and senior firefighting officers     ,38.36,62.27,77.61,https://www.jobbank.gc.ca/marketreport/wages-occupation/2081/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
182,(40042),Commissioned officers of the Canadian Armed Forces     ,21.16,40.56,56.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/27129/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
183,(41100),Judges     ,184.6153846153846,184.6153846153846,203.43589743589743,https://www.jobbank.gc.ca/marketreport/wages-occupation/4591/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
184,(41101),Lawyers and Quebec notaries     ,26.5,58.0,100.96,https://www.jobbank.gc.ca/marketreport/wages-occupation/15837/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
185,(41200),University professors and lecturers     ,30.58,55.13,86.54,https://www.jobbank.gc.ca/marketreport/wages-occupation/4707/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
186,(41201),Post-secondary teaching and research assistants     ,17.4,24.04,38.46,https://www.jobbank.gc.ca/marketreport/wages-occupation/22848/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
187,(41210),College and other vocational instructors     ,23.0,39.0,62.64,https://www.jobbank.gc.ca/marketreport/wages-occupation/22989/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
188,(41220),Secondary school teachers     ,27.5,40.87,57.05,https://www.jobbank.gc.ca/marketreport/wages-occupation/15904/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
189,(41221),Elementary school and kindergarten teachers     ,27.12,41.88,55.77,https://www.jobbank.gc.ca/marketreport/wages-occupation/2204/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
190,(41300),Social workers     ,25.23,39.0,50.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/23025/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
191,(41301),"Therapists in counselling and related specialized therapies     ",23.0,33.0,46.28,https://www.jobbank.gc.ca/marketreport/wages-occupation/2266/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
192,(41302),Religious leaders     ,17.4,25.71,45.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/3780/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
193,(41310),Police investigators and other investigative occupations     ,40.0,55.77,74.36,https://www.jobbank.gc.ca/marketreport/wages-occupation/21246/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
194,(41311),Probation and parole officers     ,28.98,43.0,51.65,https://www.jobbank.gc.ca/marketreport/wages-occupation/3806/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
195,(41320),Educational counsellors     ,26.0,35.1,51.92,https://www.jobbank.gc.ca/marketreport/wages-occupation/24445/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
196,(41321),Career development practitioners and career counsellors (except education)     ,23.08,28.0,35.28,https://www.jobbank.gc.ca/marketreport/wages-occupation/5160/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
197,(41400),"Natural and applied science policy researchers, consultants and program officers     ",29.0,39.49,53.57,https://www.jobbank.gc.ca/marketreport/wages-occupation/3855/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
198,(41401),Economists and economic policy researchers and analysts     ,35.0,42.26,65.93,https://www.jobbank.gc.ca/marketreport/wages-occupation/227200/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
199,(41402),Business development officers and market researchers and analysts     ,17.4,44.18,66.67,https://www.jobbank.gc.ca/marketreport/wages-occupation/3916/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
200,(41403),"Social policy researchers, consultants and program officers     ",24.04,38.75,52.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/4908/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
201,(41404),"Health policy researchers, consultants and program officers     ",27.4,40.0,52.88,https://www.jobbank.gc.ca/marketreport/wages-occupation/23040/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
202,(41405),"Education policy researchers, consultants and program officers     ",23.14,38.0,51.1,https://www.jobbank.gc.ca/marketreport/wages-occupation/296530/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
203,(41406),"Recreation, sports and fitness policy researchers, consultants and program officers     ",25.64,30.0,37.17,https://www.jobbank.gc.ca/marketreport/wages-occupation/5002/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
204,(41407),Program officers unique to government     ,33.78,43.75,66.05,https://www.jobbank.gc.ca/marketreport/wages-occupation/5047/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
205,(41409),Other professional occupations in social science     ,17.4,31.6,53.14,https://www.jobbank.gc.ca/marketreport/wages-occupation/23085/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
206,(42100),Police officers (except commissioned)     ,35.95,50.96,62.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/21249/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
207,(42101),Firefighters     ,34.0,48.7,61.81,https://www.jobbank.gc.ca/marketreport/wages-occupation/6279/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
208,(42102),Specialized members of the Canadian Armed Forces     ,21.61,32.56,36.01,https://www.jobbank.gc.ca/marketreport/wages-occupation/296842/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
209,(42200),Paralegals and related occupations     ,23.08,35.1,52.19,https://www.jobbank.gc.ca/marketreport/wages-occupation/16083/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
210,(42201),Social and community service workers     ,20.09,25.0,32.16,https://www.jobbank.gc.ca/marketreport/wages-occupation/5112/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
211,(42202),Early childhood educators and assistants     ,18.0,22.0,29.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/5180/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
212,(42203),Instructors of persons with disabilities     ,20.0,26.86,31.8,https://www.jobbank.gc.ca/marketreport/wages-occupation/5198/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
213,(42204),Religion workers     ,17.4,20.0,27.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/16102/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
214,(43100),Elementary and secondary school teacher assistants     ,21.65,28.0,31.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/16551/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
215,(43109),Other instructors     ,17.4,20.0,30.77,https://www.jobbank.gc.ca/marketreport/wages-occupation/24558/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
216,(43200),Sheriffs and bailiffs     ,28.13,33.68,42.6,https://www.jobbank.gc.ca/marketreport/wages-occupation/16473/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
217,(43201),Correctional service officers     ,32.0,36.0,48.35,https://www.jobbank.gc.ca/marketreport/wages-occupation/6670/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
218,(43202),By-law enforcement and other regulatory officers      ,27.0,38.01,46.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/6709/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
219,(43203),"Border services, customs, and immigration officers      ",28.15,36.0,53.7,https://www.jobbank.gc.ca/marketreport/wages-occupation/607/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
220,(43204),Operations Members of the Canadian Armed Forces     ,24.98,34.33,46.73,https://www.jobbank.gc.ca/marketreport/wages-occupation/296388/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
221,(44100),Home child care providers     ,17.4,18.0,28.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/24770/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
222,(44101),"Home support workers, caregivers and related occupations      ",18.0,23.0,27.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/20676/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
223,(44200),Primary combat members of the Canadian Armed Forces     ,23.37,35.01,49.35,https://www.jobbank.gc.ca/marketreport/wages-occupation/227318/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
224,(45100),"Student monitors, crossing guards and related occupations     ",17.4,25.0,31.75,https://www.jobbank.gc.ca/marketreport/wages-occupation/16554/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
225,(50010),"Library, archive, museum and art gallery managers     ",17.4,35.6,59.17,https://www.jobbank.gc.ca/marketreport/wages-occupation/12279/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
226,(50011),"Managers - publishing, motion pictures, broadcasting and performing arts     ",23.78,38.0,60.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/17510/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
227,(50012),"Recreation, sports and fitness program and service directors     ",19.23,38.46,75.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/1994/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
228,(51100),Librarians     ,30.0,38.0,60.44,https://www.jobbank.gc.ca/marketreport/wages-occupation/5263/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
229,(51101),Conservators and curators     ,17.4,32.69,45.45,https://www.jobbank.gc.ca/marketreport/wages-occupation/5281/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
230,(51102),Archivists     ,0.0,37.67,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/16130/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
231,(51110),Editors     ,20.0,32.69,50.67,https://www.jobbank.gc.ca/marketreport/wages-occupation/5332/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
232,(51111),Authors and writers (except technical)     ,22.0,35.67,50.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/296595/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
233,(51112),Technical writers     ,24.91,38.68,58.87,https://www.jobbank.gc.ca/marketreport/wages-occupation/20923/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
234,(51113),Journalists     ,17.4,29.1,43.27,https://www.jobbank.gc.ca/marketreport/wages-occupation/16161/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
235,(51114),"Translators, terminologists and interpreters     ",19.0,28.75,41.49,https://www.jobbank.gc.ca/marketreport/wages-occupation/24473/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
236,(51120),"Producers, directors, choreographers and related occupations     ",22.5,38.5,64.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/7910/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
237,(51121),"Conductors, composers and arrangers     ",0.0,22.974358974358974,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/7929/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
238,(51122),Musicians and singers     ,18.96051282051282,18.96051282051282,38.97435897435897,https://www.jobbank.gc.ca/marketreport/wages-occupation/7974/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
239,(52100),Library and public archive technicians     ,20.2,29.93,35.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/5498/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
240,(52110),Film and video camera operators     ,19.96,35.87,57.9,https://www.jobbank.gc.ca/marketreport/wages-occupation/5533/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
241,(52111),Graphic arts technicians     ,25.0,41.34,65.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/21017/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
242,(52112),Broadcast technicians     ,0.0,37.27,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/16280/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
243,(52113),Audio and video recording technicians     ,25.0,35.16,45.57,https://www.jobbank.gc.ca/marketreport/wages-occupation/5570/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
244,(52114),Announcers and other broadcasters     ,17.4,27.27,60.2,https://www.jobbank.gc.ca/marketreport/wages-occupation/16304/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
245,(52119),"Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts     ",24.94,34.19,41.31,https://www.jobbank.gc.ca/marketreport/wages-occupation/21066/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
246,(52120),Graphic designers and illustrators     ,22.12,31.25,59.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/5747/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
247,(52121),Interior designers and interior decorators     ,20.0,31.25,64.18,https://www.jobbank.gc.ca/marketreport/wages-occupation/5769/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
